Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación Hospitalaria|Dotación hospitalaria|Envases/Empaques|Envases/empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Joyería y bisutería|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Textiles y confecciones|Vehículos y otros medios de transporte
República Centroafricana|0.24509071|0.26061666|0.56404316|0.27575052|0.21030405|0.25456733|0.23744969|0.40371162|0.11490825|0.26332718|0.26342446|0.33327517|0.095544249|0.1013025|0.33394712|0.37662923|0.22565469|0.6498512|0.2734552|0.29328483|0.21079844|0.6498512|0.2703627|0.32434002|0.48063335|0.28431103|0.17568526|0.21776617|0.21040779|0.21149591|0.52844012|0.37161839|0.28219369|0.27603003|0.1845244|0.2646828|0.30804455|0.31350723|0.22806279|0.34778762|0.35950661|0.15984102|0.28468069|0.24333039|0.21901549|0.46287811|0.27947584
República Checa|0.2786485|0.78452289|0.34785867|0.46587828|0.31155872|0.3802003|0.53227764|0.32863992|0.68707168|0.46600446|0.62114221|0.26294389|0.58777833|0.57250834|0.29441574|0.35186225|0.29129475|0.49259496|0.36830434|0.40914989|0.34096691|0.49259496|0.53502584|0.56703854|0.545883|0.21413952|0.77351779|0.48759323|0.32540217|0.32300848|0.40079591|0.23726867|0.31948528|0.33221838|0.28807908|0.34787375|0.20224863|0.53080857|0.24173872|0.27187714|0.24397945|0.39057791|0.4633112|0.45656511|0.42673033|0.3392179|0.32581285
República Democratica del Congo|0.35009402|0.3158614|0.74296558|0.30404752|0.28743193|0.44905007|0.45160866|0.4132818|0.26267779|0.31130359|0.35378176|0.80567634|0.17138448|0.20429455|0.39195734|0.06354446|0.34921062|0.67114246|0.31228584|0.46318424|0.53903711|0.67114246|0.30525905|0.42105553|0.50111318|0.28814185|0.21270247|0.30592865|0.46430066|0.3896234|0.54919082|0.42101124|0.33049923|0.42956194|0.3322776|0.2881602|0.34314665|0.58314949|0.32079592|0.40444124|0.38045868|0.37677407|0.31325793|0.32030523|0.41719046|0.48615769|0.31665567
República Dominicana|0.90800983|0.62154263|0.83586484|0.88345438|0.74185002|0.93944818|0.85655212|0.57683206|0.84581774|0.45462531|0.7382009|0.4510639|0.75100696|0.49942681|0.86929452|0.91178489|0.86344099|0.90138984|0.76258475|0.67267978|0.63600868|0.90138984|0.78239584|0.76130092|0.86833316|0.91345829|0.74340665|0.7791152|0.82719219|0.7954793|0.8581146|0.68976581|0.87552458|0.90770316|0.86814088|0.91776884|0.72775161|0.86408854|0.80037743|0.56094468|0.93417066|0.84384048|0.5414108|0.92282879|0.82629013|0.85647857|0.74443269
Ruanda|0.14782959|0.10567556|0.092036724|0.11006358|0.147752|0.33745503|0.10577843|0.13331527|0.079369679|0.11336139|0.14667737|0.10228674|0.12099133|0.068110161|0.15336865|0.32608944|0.13140516|0.24228564|0.11321463|0.15097687|0.074042484|0.24228564|0.13652276|0.10577267|0.16141093|0.11706819|0.063345052|0.13025361|0.089452952|0.14788947|0.19126643|0.12496124|0.12336746|0.46677259|0.35008517|0.39010638|0.13468343|0.10646369|0.10209239|0.16516072|0.13972941|0.1090951|0.17263661|0.086108148|0.10101447|0.13459651|0.12441286
Rumania|0.29596066|0.71904606|0.41014487|0.41752937|0.45082015|0.26423058|0.3639338|0.27347529|0.50887322|0.69261849|0.30283558|0.2009528|0.60410118|0.73654771|0.22314316|0.38365531|0.59439629|0.42764649|0.476861|0.33962089|0.51268882|0.42764649|0.51715636|0.43216103|0.30506808|0.17570852|0.67866641|0.69763803|0.47716892|0.62397671|0.34529409|0.29649168|0.18318179|0.15570718|0.18156728|0.16483304|0.23900473|0.24083926|0.20272353|0.23713481|0.49477601|0.33525345|0.40692952|0.40457043|0.43079448|0.45135951|0.35649028
Rusia|0.18857241|0.27340227|0.29624054|0.48367864|0.42173117|0.47503346|0.46092123|0.16111386|0.62505782|0.72173917|0.48726144|0.92113996|0.56042737|0.59802508|0.2185173|0.19499952|0.44436795|0.37205815|0.33273685|0.24357814|0.57914388|0.37205815|0.33372223|0.27389091|0.26098993|0.29949868|0.60962206|0.63249314|0.18621236|0.16288403|0.2978017|0.5947386|0.66386366|0.23799865|0.20230445|0.23864993|0.16243614|0.33225769|0.47904134|0.25856671|0.13676715|0.19093136|0.26987806|0.34226546|0.32398221|0.44736907|0.45407295
San Cristóbal Y Nieves|0.41981605|0.41604599|0.70393252|0.42715251|0.43692821|0.72382653|0.41865951|0.54194236|0.74454898|0.37216711|0.44272387|0.5286057|0.60699964|0.30746222|0.73524594|0.53594553|0.48468155|0.83819389|0.81485337|0.56043452|0.48331076|0.83819389|0.38348502|0.46485341|0.64272577|0.42469549|0.46032047|0.49690372|0.50083011|0.50371218|0.68449795|0.55275124|0.4586575|0.67434227|0.44243687|0.56046307|0.39588383|0.67515153|0.41573223|0.54281771|0.51249254|0.50794584|0.62976617|0.41077733|0.63557255|0.63913482|0.3987489
Senegal|0.4309139|0.33186445|0.60437846|0.54181874|0.4019236|0.3977809|0.38155931|0.49581301|0.59884405|0.39395425|0.43584788|0.40813586|0.2311902|0.27576298|0.48428822|0.4939318|0.55536836|0.80099958|0.40717727|0.46655607|0.33127809|0.80099958|0.42930287|0.37758371|0.60444379|0.73444849|0.29857203|0.34925026|0.51392359|0.44788504|0.65666044|0.49039835|0.44236434|0.39432317|0.68583506|0.37589473|0.44509876|0.38747823|0.41952318|0.5211947|0.48086306|0.51376313|0.38165432|0.48527673|0.38071465|0.59525269|0.43466684
Serbia|0.37821531|0.33960804|0.43353111|0.28842306|0.38484126|0.30857289|0.30378586|0.41018498|0.28498599|0.32230225|0.28860146|0.32181025|0.17779896|0.21463448|0.36622465|0.17787236|0.33989003|0.67859173|0.32924283|0.32219577|0.26531827|0.67859173|0.69439632|0.31860179|0.50788718|0.31326655|0.38929111|0.27033406|0.27308413|0.44103664|0.5587635|0.36845842|0.36161876|0.32868254|0.26628631|0.33478808|0.37154502|0.35232082|0.29345837|0.46302962|0.41278034|0.66655952|0.27356637|0.65858585|0.51536751|0.49294171|0.34915167
Seychelles|0.095352814|0.031836499|0.050214075|0.076900899|0.11564676|0.074045405|0.076705888|0.099493131|0.27631751|0.080270082|0.085383415|0.19052866|0.24060082|0.028733591|0.1266278|0.21590237|0.10124102|0.16919528|0.34353915|0.23978178|0.051830232|0.16919528|0.074499212|0.071784295|0.10672574|0.07482639|0.24295416|0.090275779|0.1670976|0.13125829|0.13010402|0.13283083|0.067048557|0.057456218|0.06216944|0.084586397|0.067169972|0.0699737|0.06769795|0.12774955|0.059596561|0.062606752|0.20419376|0.057605647|0.61133689|0.20296323|0.070523426
Sierra Leona|0.42700818|0.40558928|0.7848351|0.39465237|0.39526421|0.35945272|0.37061891|0.48912382|0.34494901|0.39010453|0.43192163|0.7935673|0.22727917|0.26107562|0.48023668|0.48996586|0.42151672|0.79254103|0.39770436|0.45703092|0.32754222|0.79254103|0.42535371|0.37347788|0.59700906|0.42051941|0.29489699|0.34262693|0.43685889|0.43827426|0.65189505|0.4835487|0.43553632|0.41409051|0.52638829|0.41072065|0.44114918|0.42435372|0.4128817|0.51717722|0.47404027|0.3284432|0.37479329|0.36805767|0.39984083|0.59055012|0.42781845
Singapur|0.57181144|0.6413697|0.33139479|0.066025615|0.32611561|0.21100238|0.47995129|0.14629617|0.50259984|0.4403252|0.38351572|0.16105366|0.4213149|0.68419069|0.28346926|0.11670052|0.25766021|0.19871411|0.35892665|0.21618026|0.62073988|0.19871411|0.22743887|0.23337451|0.12709664|0.40995115|0.54098505|0.60475743|0.3051421|0.15810347|0.15370938|0.75164777|0.55031502|0.23465329|0.16948657|0.74626493|0.56367892|0.42762992|0.078651622|0.12101679|0.070615299|0.47340634|0.22144294|0.44939429|0.48697692|0.27134696|0.16993695
Siria|0.18437311|0.15730393|0.12146161|0.33646175|0.18080783|0.12711|0.14430884|0.24363495|0.28178254|0.1783444|0.19568995|0.31411844|0.13148126|0.38954058|0.20403358|0.028065642|0.16701277|0.40030044|0.15183179|0.22480544|0.13754761|0.40030044|0.17249766|0.18738329|0.28517044|0.74146581|0.10871918|0.3834908|0.11491437|0.22845507|0.32229137|0.28054842|0.15771598|0.13202944|0.11187987|0.43146479|0.15361524|0.16127887|0.18786827|0.22562179|0.25525364|0.31056854|0.36540312|0.35371259|0.12907684|0.26419395|0.14684185
Somalia|0.17984456|0.18095958|0.28890708|0.20386213|0.17713557|0.17990524|0.17781433|0.25399327|0.073731378|0.20132148|0.18116122|0.18227693|0.082129627|0.062112518|0.24345416|0.082343563|0.170461|0.45008698|0.18675476|0.17665288|0.15695484|0.45008698|0.21755609|0.1370973|0.32545084|0.22267222|0.13397822|0.15405311|0.17070213|0.18929234|0.36308625|0.16540894|0.20262238|0.17901552|0.45571643|0.20847785|0.19043472|0.1970503|0.12190897|0.28610301|0.25193921|0.1224958|0.10543001|0.18009387|0.13882257|0.30182689|0.77054363
Sri Lanka|0.019695006|0.17453222|0.26687521|0.07996361|0.022828368|0.0033445964|0.0|0.031759247|0.094215631|0.034660872|0.012951993|0.034205467|0.045269072|0.046087056|0.053048961|0.18413581|0.043898355|0.070469171|0.16930386|0.062388465|0.012564837|0.070469171|0.032452408|0.0041205157|0.023322042|0.027988743|0.021930888|0.022282775|0.012106525|0.051573619|0.050610334|0.035994411|0.0036321071|0.005584728|0.0075047612|0.032000002|0.015570752|0.47315073|0.016611181|0.074583359|0.020152189|0.066212542|0.13565679|0.27827924|0.18150279|0.094527021|0.0046276413
Sudáfrica|0.14502087|0.50724506|0.58589017|0.11615115|0.14463255|0.59515744|0.56427181|0.18606883|0.33186018|0.15992174|0.32147384|0.14889902|0.62230599|0.65973651|0.1853952|0.36261117|0.39467692|0.31527257|0.52267861|0.21076587|0.56326735|0.31527257|0.5090856|0.5282833|0.42122394|0.11429244|0.36734834|0.38875499|0.31591693|0.21799786|0.25224137|0.20350531|0.62744135|0.30002367|0.40443638|0.39605498|0.11104359|0.096310332|0.092018947|0.20881093|0.11265412|0.37192094|0.41717088|0.52290428|0.19315958|0.34567124|0.53080851
Sudán|0.21621311|0.17152566|0.33831447|0.26650247|0.19385688|0.18593068|0.18093187|0.28970078|0.16543353|0.2325964|0.21870399|0.14124557|0.055802271|0.094693452|0.23728365|0.085498646|0.18153051|0.54086816|0.21947068|0.20801327|0.1914396|0.54086816|0.32651106|0.19967344|0.39845848|0.68132818|0.49032903|0.17917672|0.5088824|0.22118014|0.44231391|0.19491869|0.25867903|0.16172588|0.42053932|0.46410656|0.26654214|0.20668647|0.17341524|0.25147387|0.32595181|0.1756652|0.16029382|0.63484055|0.16287704|0.37497523|0.25042418
Suecia|0.46023908|0.63010675|0.41955322|0.18033095|0.31567717|0.49765339|0.31387949|0.31935936|0.37937552|0.76583922|0.25346971|0.25349978|0.61754972|0.74852693|0.34878543|0.33513355|0.45928448|0.48177594|0.41820887|0.39704493|0.54189348|0.48177594|0.35394135|0.46173498|0.35833094|0.18744364|0.50156808|0.54431462|0.43267554|0.33222604|0.3907994|0.34611964|0.59134525|0.34008884|0.38704357|0.48312926|0.19900033|0.26820242|0.46855384|0.25556034|0.19613373|0.45035565|0.45662844|0.30429929|0.31356394|0.329276|0.57320213
Suiza|0.73299932|0.48099816|0.32542878|0.43033123|0.60191375|0.23747076|0.219843|0.12721939|0.44165373|0.78699642|0.32792377|0.02240964|0.55216098|0.55852908|0.54726398|0.60644823|0.27268136|0.26736665|0.31660128|0.172611|0.25851625|0.26736665|0.65367901|0.23061363|0.17982593|0.44942048|0.40791765|0.52458161|0.44436938|0.48477173|0.536883|0.057845257|0.63891256|0.45654944|0.3830741|0.4035579|0.64219522|0.73087335|0.21381363|0.13407862|0.30024803|0.29716051|0.20719701|0.41838866|0.33754322|0.39216095|0.43185788
Surinam|0.40054989|0.32744342|0.80237615|0.51613843|0.60482728|0.85429794|0.75164902|0.52102017|0.80497348|0.41400832|0.55198056|0.474518|0.66278076|0.24428692|0.64370662|0.52806711|0.77721167|0.8635329|0.57146007|0.55474782|0.64252239|0.8635329|0.50369549|0.62459517|0.65676409|0.47324395|0.3224954|0.62953502|0.81536317|0.49922502|0.70426363|0.72836888|0.4321093|0.7967521|0.71152365|0.73859644|0.46010736|0.60094059|0.39263034|0.5519073|0.6771332|0.73656261|0.55717152|0.76912087|0.65526527|0.65596557|0.59585243
Tailandia|0.033798244|0.46644175|0.18843445|0.51944923|0.14085068|0.2575464|0.34096631|0.063651636|0.0|0.038003564|0.17789832|0.025506455|0.059546366|0.21770915|0.036156617|0.1479795|0.11856653|0.11465664|0.49407041|0.052454181|0.10868171|0.11465664|0.11326037|0.45158941|0.058888838|0.01802247|0.262685|0.12175541|0.34105366|0.12462077|0.086833298|0.049951807|0.06045831|0.39105442|0.41084325|0.035939943|0.0044024875|0.0057174568|0.29843146|0.42627096|0.18094493|0.31804538|0.069638811|0.53100622|0.12261254|0.13846278|0.184911
Taiwán|0.025965575|0.53775114|0.0767859|0.47569925|0.11173989|0.27483591|0.019758919|0.035373781|0.14368711|0.028491981|0.024719059|0.042330652|0.52940774|0.74230897|0.027256627|0.14422247|0.022327559|0.082835726|0.47224164|0.05557058|0.60241681|0.082835726|0.018048042|0.10063644|0.03426379|0.0|0.58840162|0.18351662|0.2065672|0.038433742|0.061660536|0.042949446|0.34030747|0.15295932|0.19792038|0.069514886|0.02005942|0.073146425|0.19979091|0.026540173|0.14357904|0.24985442|0.14888452|0.030640095|0.14912099|0.13143009|0.049007371
Tanzania|0.15634459|0.083414093|0.57829934|0.13148615|0.15992998|0.11345363|0.11091512|0.15419483|0.036267906|0.14458314|0.1684051|0.11020552|0.31891415|0.039363056|0.17621917|0.29621065|0.14757293|0.28120852|0.13741423|0.16069548|0.098583445|0.28120852|0.15766418|0.12475275|0.19078439|0.13881162|0.085318968|0.13871217|0.2641553|0.16770285|0.22115764|0.13902339|0.1391874|0.10132343|0.5370878|0.14827086|0.15000203|0.12835951|0.11428821|0.1927329|0.16225198|0.13023265|0.14213261|0.1307472|0.10768196|0.16681764|0.15018493
Tayikistán|0.089515358|0.062431082|0.053662512|0.047582079|0.10589062|0.067294694|0.084124178|0.095772326|0.23008004|0.087725744|0.089352094|0.13139966|0.14956149|0.14139166|0.11002979|0.19817185|0.089508511|0.16516829|0.074787304|0.14190421|0.048657283|0.16516829|0.094134435|0.058538124|0.1031408|0.056826837|0.31882992|0.084643841|0.058777228|0.10973781|0.12648544|0.11345863|0.070653729|0.053577937|0.053638931|0.077761389|0.070861094|0.061834902|0.058449209|0.11795485|0.086199|0.049373653|0.28830788|0.051019862|0.058849826|0.07887654|0.065996796
Togo|0.39338177|0.36864558|0.46039057|0.36142486|0.31927654|0.35182601|0.37788057|0.44697723|0.31156468|0.34866667|0.39539015|0.36590874|0.19086465|0.22080095|0.44549|0.44488773|0.36305779|0.73679972|0.9006573|0.37574142|0.29522079|0.73679972|0.39688802|0.32732508|0.54913455|0.38318923|0.25480121|0.3119756|0.45474291|0.40852502|0.60616899|0.44291681|0.38957626|0.38768297|0.30578125|0.37091228|0.4016909|0.39231819|0.36560738|0.48269194|0.43086728|0.42087471|0.32308459|0.34712118|0.36438268|0.54805404|0.39543775
Tokelau|0.38135678|0.35639247|0.29935539|0.34055665|0.41183609|0.31953216|0.30937678|0.43931329|0.36910498|0.33195424|0.3779192|0.42715663|0.30129877|0.29941368|0.42878416|0.36856794|0.37842748|0.68919063|0.33578047|0.49511707|0.27184343|0.68919063|0.34661567|0.39497158|0.51672292|0.33356878|0.2291986|0.36090642|0.2837452|0.46656883|0.56773341|0.45028582|0.32597166|0.34489727|0.26325625|0.31249994|0.36140463|0.36155623|0.36210474|0.45604137|0.40664077|0.30458105|0.49980888|0.29775059|0.31988403|0.5045507|0.33880189
Tonga|0.34358019|0.3245768|0.52270848|0.31826982|0.28425246|0.31172854|0.29476118|0.40723404|0.29404241|0.31536835|0.35960278|0.41470492|0.18784767|0.13668109|0.37684619|0.35464329|0.36881512|0.64708608|0.30181277|0.45084122|0.23529416|0.64708608|0.35028249|0.33019942|0.47787437|0.33718455|0.21898571|0.31496948|0.26965106|0.34810537|0.52568066|0.41327739|0.30577457|0.32532778|0.24115533|0.30314219|0.33545667|0.32769123|0.3393192|0.36903942|0.34484369|0.16373637|0.48278081|0.24859941|0.29749918|0.46011904|0.31139165
Trinidad y Tobago|0.7537061|0.4456166|0.67735004|0.50082362|0.66230881|0.73810124|0.79964912|0.38451469|0.83135682|0.29245043|0.65719783|0.39483804|0.82105488|0.41428411|0.54123682|0.83890229|0.70723844|0.62409186|0.49098441|0.47640872|0.69544089|0.62409186|0.68078578|0.71360779|0.68810874|0.58588117|0.59466577|0.61898017|0.64092517|0.54970473|0.50926495|0.8019228|0.70190978|0.71261311|0.64728642|0.64597166|0.31307185|0.55959058|0.31748211|0.42934734|0.71223563|0.76448262|0.54466146|0.68194002|0.53125638|0.67817116|0.68909532
Turkmenistán|0.32058024|0.27787924|0.23048985|0.226182|0.32897332|0.27938643|0.28494161|0.35869387|0.30061883|0.2666291|0.31404844|0.35709685|0.25416863|0.2009314|0.36279759|0.25732362|0.32579562|0.58143246|0.26553434|0.37179098|0.2166829|0.58143246|0.58265305|0.30883723|0.43175328|0.29110098|0.31196576|0.27590534|0.57893693|0.36926967|0.47595292|0.39168209|0.28972143|0.30985916|0.50893188|0.27410093|0.30263373|0.30373204|0.30426967|0.39062944|0.35398471|0.24614669|0.37782538|0.36507326|0.27269986|0.41108403|0.27472439
Turquía|0.46958587|0.39132804|0.25524208|0.24553579|0.49639004|0.43589133|0.33784568|0.17029224|0.41374028|0.74978483|0.12119028|0.64264643|0.20376886|0.6444881|0.14010848|0.24482399|0.50403666|0.31856555|0.67386252|0.11612447|0.50906211|0.31856555|0.48069805|0.57781243|0.42432839|0.48221713|0.47350484|0.51260889|0.44070861|0.48112094|0.25536019|0.090828232|0.24469998|0.25144559|0.45003146|0.4498055|0.45684975|0.31690338|0.088646442|0.14817807|0.55476981|0.34662926|0.10922766|0.46927679|0.2524277|0.40822628|0.26502246
Tuvalu|0.26102087|0.26992518|0.2131535|0.28031626|0.25882655|0.26110566|0.27355686|0.36168182|0.12664855|0.28072143|0.29986867|0.35345963|0.075137712|0.084910341|0.31398451|0.3065106|0.22975878|0.5759666|0.24016778|0.36813611|0.18521635|0.5759666|0.27552557|0.30529228|0.42722648|0.27848017|0.18069759|0.28702196|0.23252937|0.35627848|0.47135466|0.38342562|0.27902797|0.31606868|0.23026165|0.27117777|0.29678148|0.29655173|0.31222633|0.38772863|0.30444974|0.26324582|0.37142777|0.2612679|0.18548152|0.40379614|0.25724739
Túnez|0.64580286|0.2567088|0.18152654|0.7040658|0.4251641|0.39163399|0.16909097|0.37881505|0.3840327|0.59362817|0.28019941|0.22033224|0.13437359|0.49626306|0.23418324|0.43028986|0.24518195|0.65459019|0.62976682|0.28512341|0.4520832|0.65459019|0.29478174|0.19634143|0.48468429|0.32562315|0.18720293|0.18801045|0.40559149|0.34138617|0.53254348|0.31911743|0.27256256|0.23123413|0.48926634|0.25917828|0.338835|0.57820231|0.27714023|0.44284481|0.33641756|0.47731757|0.26685327|0.56474167|0.39159733|0.62314874|0.27130991
Ucrania|0.3127819|0.48991853|0.23681027|0.45998812|0.36236605|0.36344981|0.33082092|0.36830553|0.33795404|0.8109256|0.31756091|0.36076385|0.32370752|0.59256613|0.34122384|0.27885285|0.3224555|0.56674141|0.2290732|0.42182159|0.51737523|0.56674141|0.30188161|0.48539793|0.41654274|0.37628436|0.64853442|0.60072589|0.29746541|0.57541281|0.46606731|0.40089691|0.45445853|0.29124331|0.27354363|0.24819073|0.71933484|0.24492705|0.25541335|0.40771979|0.34014112|0.35449502|0.34757996|0.55993032|0.36845505|0.39858782|0.34222576
Uganda|0.12255865|0.065224737|0.0805346|0.09101738|0.12996036|0.07718052|0.24529853|0.11016342|0.045707759|0.10333958|0.13097368|0.076831937|0.085213304|0.055502377|0.13587299|0.31852067|0.1148096|0.2125023|0.096687727|0.12034327|0.062778756|0.2125023|0.12595911|0.081853628|0.13896894|0.35675839|0.056458719|0.10564677|0.35914493|0.12781315|0.1657275|0.10499149|0.10639831|0.090985626|0.37986705|0.11645216|0.11523364|0.39937177|0.073826283|0.15127183|0.12000565|0.095215708|0.12853445|0.1762695|0.22537541|0.10933946|0.72788131
Uruguay|0.83052659|0.40995613|0.54991311|0.75701892|0.75247306|0.83860731|0.66323721|0.55663288|0.34893739|0.44367906|0.44590443|0.46263576|0.6146853|0.66849375|0.89355052|0.68827868|0.8201797|0.84397161|0.49762261|0.56861818|0.73631251|0.84397161|0.797943|0.8301245|0.77757281|0.82000637|0.63622737|0.52079225|0.69881552|0.83920687|0.86469328|0.50990528|0.80158943|0.82862985|0.68224704|0.74958289|0.65373343|0.54043055|0.81563926|0.57125831|0.85397184|0.73987579|0.61158973|0.78871|0.62519228|0.78056604|0.81458485
Uzbekistán|0.058360934|0.035539947|0.019739091|0.028559562|0.05347538|0.032104135|0.039000534|0.044921294|0.14004715|0.040911943|0.066870727|0.052290592|0.03358826|0.115824|0.066119067|0.24171263|0.046831962|0.091132395|0.04562756|0.073718257|0.019466773|0.091132395|0.055686735|0.023691585|0.040643547|0.038057677|0.32603902|0.040544719|0.024888407|0.080464825|0.068186201|0.046781149|0.028722141|0.020992532|0.022316094|0.050089806|0.026751023|0.013071282|0.024874259|0.083461784|0.046053216|0.0055217054|0.19752342|0.010005128|0.0051041404|0.029864131|0.02875036
Vanuatu|0.13282691|0.1409125|0.11252642|0.17407203|0.18797433|0.16776466|0.13709222|0.2216804|0.21699372|0.18202278|0.16494718|0.175699|0.069291003|0.031698972|0.24008992|0.2604816|0.16058913|0.37643808|0.17564207|0.18351279|0.13189082|0.37643808|0.24248955|0.17597692|0.26480588|0.16247749|0.079775169|0.14402562|0.14059561|0.2142795|0.3016606|0.23381385|0.17444131|0.11846398|0.13786504|0.1679057|0.13778657|0.18839407|0.13952295|0.3026213|0.22139367|0.15068305|0.1697728|0.16533366|0.20923904|0.23828328|0.14128479
Venezuela|0.97159183|0.83078444|0.9497996|0.84364134|0.83024609|0.89082909|0.87663913|0.93868816|0.82194376|0.51528358|0.89873624|0.57621503|0.91202867|0.42509419|0.85022187|0.84335726|0.92957294|0.99530959|0.81770241|0.77574015|0.746921|0.99530959|0.85906255|0.90203607|0.9394002|0.93167174|0.42779401|0.83406782|0.78610343|0.77410996|0.80064887|1.0|0.83345467|0.91357714|0.92807752|0.8865701|0.71628296|0.84908253|0.63139296|0.99381006|0.98873442|0.96285152|0.93330443|0.97448492|0.843346|0.90568721|0.8461175
Vietnam|0.054235257|0.30176297|0.4233045|0.50375414|0.040271681|0.043980896|0.04602918|0.61165011|0.010303179|0.063980997|0.037674904|0.73705733|0.017469075|0.46361649|0.040081061|0.066504292|0.050076246|0.18650158|0.44261807|0.65394354|0.39294392|0.18650158|0.058612764|0.076996818|0.11815366|0.24688536|0.34858808|0.13320704|0.21379808|0.056412481|0.14451753|0.13613999|0.016214516|0.25447267|0.12317693|0.66055554|0.046298258|0.19303732|0.62783068|0.071715206|0.58717972|0.3151018|0.57852656|0.35047507|0.20198253|0.25136673|0.02145664
Yemen|0.27104837|0.18820092|0.51438189|0.23011659|0.27717939|0.39442202|0.24186225|0.31322148|0.25288871|0.21641731|0.26937911|0.28945917|0.3661496|0.059067331|0.33110619|0.24781424|0.26661378|0.51335138|0.23275894|0.27764553|0.16042769|0.51335138|0.45942634|0.25297692|0.38384393|0.70925093|0.15995754|0.19764704|0.22019926|0.32927334|0.41931197|0.35301298|0.26753837|0.26909828|0.18766138|0.24491569|0.24845375|0.27108791|0.23855922|0.35447305|0.32211506|0.36096281|0.15184233|0.4889636|0.26437914|0.35483792|0.24101293
Yibuti|0.26766148|0.21008328|0.27580428|0.22108722|0.1981657|0.19696763|0.35109663|0.3345046|0.19740024|0.24865364|0.20727834|0.27325118|0.050778642|0.071491264|0.33805043|0.070105053|0.46579826|0.54888725|0.19493257|0.31649056|0.17682227|0.54888725|0.13195804|0.13423344|0.40560552|0.1987662|0.14005145|0.25733328|0.33774418|0.20740065|0.44952732|0.34288061|0.2370197|0.20818242|0.73152459|0.22431503|0.23175035|0.23413853|0.24829918|0.28259873|0.24801633|0.083129555|0.26367742|0.3292895|0.2397401|0.38213515|0.20001844
Zambia|0.21344924|0.15441254|0.4938013|0.40707359|0.21416211|0.15467259|0.1500425|0.2600283|0.16855168|0.19409612|0.18593314|0.12555166|0.39299738|0.097753704|0.21521313|0.34812129|0.21152815|0.46127251|0.19787116|0.19836861|0.14521413|0.46127251|0.26610962|0.16139895|0.33836678|0.25071609|0.12544236|0.19436772|0.17956905|0.23189682|0.37333232|0.21624139|0.18924847|0.16448832|0.59347111|0.17183366|0.25755826|0.17852554|0.17730629|0.34389544|0.2806797|0.23660338|0.16394067|0.20557132|0.17407206|0.30926332|0.41915137
Zimbabue|0.14144194|0.10258812|0.088447988|0.10660483|0.11865833|0.09213981|0.10213978|0.13904369|0.2004661|0.13405694|0.13918662|0.098462909|0.11089619|0.042322706|0.15745428|0.32919267|0.14036256|0.27445877|0.12243226|0.16711777|0.090678476|0.27445877|0.48417228|0.11746682|0.18541721|0.099348113|0.0715563|0.11526988|0.092775241|0.17980729|0.21568522|0.16225085|0.11981811|0.10480833|0.40771431|0.12648718|0.12153164|0.12365282|0.11022468|0.1772925|0.15772673|0.0753555|0.13250005|0.089597955|0.10489947|0.16143006|0.11610042
