Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación Hospitalaria|Dotación hospitalaria|Envases/Empaques|Envases/empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyería y bisutería|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Otros agrícola|Otros pecuario|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Textiles y confecciones|Vehículos y otros medios de transporte
Siria|0.73353028|0.48111802|0.8123982|0.58696604|0.5110876|0.46978718|0.53147274|0.74349862|0.7369827|0.73036897|0.467682|0.013801191|0.56515187|0.90083599|0.38938439|0.46398056|0.45746177|0.20727208|0.51315129|0.61844397|0.052722599|0.57247365|0.54782182|0.052722599|0.48368591|0.44925159|0.6930908|0.37545237|0.20883232|0.61720061|0.37738317|0.52729738|0.48768306|0.45579147|0.6592207|0.24075647|0.59003949|0.71657127|0.064019054|0.54607999|0.50089872|0.052722599|0.21682134
Somalia|0.49113324|0.27025223|0.65813738|0.17742273|0.35271561|0.34051096|0.30882472|0.33698481|0.73045981|0.36699486|0.24471815|0.27623361|0.3214699|0.44443238|0.44788766|0.22507934|0.41015929|0.27367598|0.18970156|0.25417966|0.18633646|0.25239655|0.30633268|0.18633646|0.28420281|0.27390102|0.58685768|0.27794933|0.46684173|0.60930568|0.32617173|0.27988511|0.23844758|0.44984686|0.42824292|0.26583934|0.16726816|0.19429299|0.22858974|0.17841272|0.44241381|0.18633646|0.15932012
Sri Lanka|0.64280927|0.6600287|0.67729187|0.80653453|0.47656608|0.65161443|0.57731378|0.40592933|0.89476705|0.22362854|0.58489132|0.39002097|0.62757051|0.26689065|0.49553207|0.74107838|0.60926276|0.60258949|0.34828466|0.51027095|0.62638569|0.73751467|0.72005516|0.62638569|0.628259|0.51745635|0.76298106|0.70128536|0.59735262|0.95630896|0.52127188|0.69708896|0.76687545|0.53236353|0.80088091|0.63066196|0.94261801|0.91934931|0.52726138|0.81144059|0.88889015|0.62638569|0.51203048
Sudáfrica|0.68368089|0.44875151|0.55728757|0.77433336|0.62562263|0.75589502|0.74933267|0.58022964|0.42706674|0.6917932|0.50889647|0.58163989|0.59559858|0.7136066|0.68772316|0.66854131|0.57461929|0.55578429|0.30063915|0.68466502|0.61776757|0.69495523|0.55135065|0.61776757|0.64391971|0.42889675|0.4390974|0.67316186|0.49301133|0.45046765|0.57610428|0.56123173|0.62331629|0.53587252|0.58065808|0.68453121|0.67263573|0.70495486|0.55287814|0.76160067|0.67046082|0.61776757|0.64160728
Sudán|0.30272147|0.061759312|0.26212138|0.44090319|0.44577998|0.38474172|0.39310324|0.089005843|0.77584594|0.1674538|0.12229989|0.10958721|0.30516055|0.61169922|0.44511431|0.15466961|0.34300169|0.35046658|0.086911619|0.151925|0.267032|0.2688376|0.36812186|0.267032|0.36951178|0.1243549|0.35567474|0.2214684|0.4600412|0.42996293|0.25227147|0.1946049|0.20981464|0.19105965|0.23483592|0.046530694|0.27634642|0.36871511|0.050948709|0.25997207|0.38414127|0.267032|0.1929183
Suecia|0.83617055|0.9412086|0.87853879|0.75536883|0.9059|0.9055866|0.86273086|0.85042524|0.63549399|0.86028606|0.9288677|0.88170826|0.87336755|0.92172253|0.88831067|0.83848798|0.88437355|0.77009523|0.86820686|0.73857689|0.8921966|0.8472541|0.88285637|0.8921966|0.7507211|0.87322742|0.82350284|0.86809433|0.83326674|0.90814131|0.89232135|0.94790983|0.8038674|0.83017832|0.67822033|0.85953534|0.71523631|0.76587099|0.77329195|0.85097975|0.8826856|0.8921966|0.82539546
Suiza|0.82569683|0.87862432|0.93986857|0.78618002|0.96274257|0.9524442|0.85602593|0.93130332|0.84307802|0.91902763|0.94921726|0.87823486|0.85439259|0.98001039|0.95753098|1.0|0.84778547|0.91303182|0.84506446|0.7794894|0.97573054|0.88834667|0.97142851|0.97573054|0.94633031|1.0|0.92578524|0.87719965|0.89026964|0.80236441|0.92113483|0.98687983|0.8135879|0.93631434|0.89477068|0.95837134|0.87474465|0.89261144|0.76454568|0.79699939|0.96018785|0.97573054|0.91992742
Surinam|0.30985117|0.24648592|0.38904238|0.45332617|0.15611461|0.3282831|0.42922509|0.47805059|0.47876501|0.094760217|0.47157586|0.19978344|0.29488093|0.21183541|0.23087597|0.44051743|0.37117797|0.20009634|0.43579179|0.42248201|0.23157063|0.27435642|0.49328735|0.23157063|0.18891522|0.3088955|0.3836472|0.22768515|0.15100589|0.34979403|0.27404645|0.36832833|0.51574016|0.27619445|0.19490188|0.15780678|0.26235101|0.27437162|0.25831354|0.43340057|0.17413329|0.23157063|0.38181487
Tailandia|0.49734914|0.76059115|0.68153286|0.83374333|0.67181545|0.61069202|0.75518268|0.43507376|0.48554122|0.54221219|0.57735169|0.64604604|0.69830859|0.66546619|0.60079914|0.6719119|0.55413908|0.83523285|0.43980539|0.65854645|0.83627796|0.69062722|0.66251892|0.83627796|0.71734172|0.6368745|0.60731637|0.81271523|0.74349284|0.75885952|0.49806073|0.64009148|0.91894412|0.58566165|0.67028606|0.69547331|0.83458459|0.75945783|0.53446347|0.87614095|0.59102571|0.83627796|0.51861411
Taiwán|0.73809016|0.74922454|0.81888878|0.65355718|0.89952356|0.79751587|0.71346176|0.73663366|0.76134741|0.52679199|0.81813657|0.88445961|0.75953352|0.85341954|0.73802859|0.64380491|0.82223678|0.87601042|0.57728177|0.7946595|0.98001373|0.80777675|0.67096508|0.98001373|0.78497314|0.61441195|0.74793708|0.90345001|0.90101731|0.82182145|0.68008983|0.71260428|0.97178757|0.73941678|0.8821249|0.82861459|0.81747949|0.72924608|0.78633571|0.92850465|0.66272169|0.98001373|0.81343865
Tanzania|0.29135886|0.039966669|0.13535433|0.50076801|0.21216296|0.2514056|0.37788615|0.18941532|0.50630939|0.060448825|0.18497905|0.11921499|0.14001194|0.30935216|0.24830642|0.45407438|0.29270089|0.19696727|0.071874201|0.11306371|0.21558943|0.37848091|0.31176412|0.21558943|0.38760385|0.13588041|0.060701724|0.32554409|0.18220195|0.11493599|0.1748926|0.23416318|0.47201955|0.13578737|0.2192121|0.11087993|0.40606314|0.48741931|0.11095661|0.41168922|0.26711705|0.21558943|0.41762042
Tayikistán|0.56022048|0.28225014|0.51737529|0.48970979|0.45958027|0.42582792|0.28819472|0.36708808|0.64310575|0.63302779|0.40539205|0.29095808|0.61833084|0.13467479|0.32043132|0.18605176|0.47700441|0.23401618|0.48199165|0.41908723|0.45200947|0.38850376|0.3159411|0.45200947|0.43844581|0.57232314|0.33074778|0.28500366|0.36931208|0.35298431|0.22256812|0.51043606|0.48491386|0.64319408|0.56410819|0.2757425|0.34359598|0.40746939|0.10333353|0.45023602|0.32002962|0.45200947|0.48363763
Togo|0.39025167|0.42792809|0.23883459|0.37834477|0.11517496|0.21038823|0.23671646|0.38590592|0.41924912|0.29751205|0.36796799|0.16851109|0.21963704|0.28376579|0.3363525|0.35368037|0.23986509|0.36469769|0.2762652|0.31939322|0.40076864|0.21226305|0.41489786|0.40076864|0.34773645|0.12918299|0.17582685|0.2649205|0.17091516|0.40033579|0.15887094|0.32950038|0.2730045|0.18516323|0.25675747|0.17510051|0.31801331|0.4837572|0.15717316|0.32238388|0.3906424|0.40076864|0.40535718
Tokelau|0.10589425|0.20747007|0.16890307|0.11740817|0.06781023|0.071223095|0.19640383|0.24058177|0.090927467|0.2021133|0.16791153|0.15729894|0.14767748|0.098810039|0.062486686|0.066917606|0.078968614|0.16495416|0.20071799|0.1389626|0.42458269|0.28927916|0.072168052|0.42458269|0.11452458|0.16302466|0.12483307|0.17967153|0.075735703|0.18624862|0.05975879|0.11250573|0.13739409|0.17422006|0.09477666|0.28774643|0.071660526|0.097575374|0.20547044|0.15424165|0.068269305|0.42458269|0.13924851
Tonga|0.14746916|0.33718646|0.34731615|0.19985902|0.30785739|0.32467562|0.075274371|0.53961706|0.14932571|0.039166175|0.33948576|0.465837|0.21471047|0.0077456734|0.16280296|0.3920747|0.22482762|0.12003914|0.46332449|0.14391065|0.087953977|0.24204662|0.2349025|0.087953977|0.12102755|0.21589975|0.2593537|0.15743765|0.11420208|0.456054|0.27094087|0.3047899|0.14648443|0.34047422|0.056860033|0.67032623|0.16175307|0.14929804|0.1969699|0.074141413|0.10660102|0.087953977|0.1682272
Trinidad y Tobago|0.46723244|0.47577608|0.48407996|0.27679345|0.40277648|0.47583202|0.40148458|0.49351189|0.58961302|0.49412268|0.43804115|0.5151965|0.45771897|0.36222517|0.36419302|0.48874331|0.50757879|0.33183494|0.46980888|0.49433288|0.2614491|0.38304979|0.59052682|0.2614491|0.46209317|0.41579509|0.51441252|0.33821803|0.38310212|0.63562781|0.40619996|0.46591836|0.45171756|0.43648911|0.44413227|0.56705481|0.53628689|0.44791493|0.53773248|0.39565974|0.30184054|0.2614491|0.53326058
Turkmenistán|0.13885793|0.053784616|0.15787561|0.23335648|0.39948279|0.29328805|0.26095021|0.32216215|0.46112391|0.088207237|0.10343561|0.19008656|0.38343829|0.24846211|0.23802917|0.088554442|0.29650775|0.13523012|0.13569014|0.45279643|0.10177585|0.29577339|0.14832745|0.10177585|0.20857185|0.34318057|0.22221613|0.40707907|0.36638397|0.12542301|0.21887159|0.42250571|0.41200152|0.26910278|0.18205029|0.076656155|0.12214781|0.19056398|0.061004438|0.24543583|0.17841691|0.10177585|0.18362486
Turquía|0.79228628|0.5304507|0.64352715|0.82989049|0.6228224|0.62135983|0.87378824|0.54333615|0.76855898|0.57518035|0.60372508|0.61424649|0.73663008|0.70602471|0.60783732|0.61917782|0.65501887|0.7043516|0.45758423|0.78645086|0.79079771|0.76096439|0.62709212|0.79079771|0.70320636|0.53175563|0.58378756|0.7170881|0.68922991|0.40339297|0.53516155|0.64600885|0.92433798|0.51315492|0.91703039|0.53344291|0.95529461|0.98374569|0.54114187|0.89411181|0.74612224|0.79079771|0.73712683
Tuvalu|0.11268264|0.16374192|0.24819544|0.12347564|0.24407716|0.17112227|0.18601501|0.38901591|0.29569572|0.091078423|0.23299843|0.18721272|0.21143818|0.20145085|0.14373496|0.30303556|0.19943377|0.24976519|0.41892415|0.10970405|0.17407656|0.18307184|0.14512852|0.17407656|0.152944|0.029476618|0.20452601|0.13998814|0.17448792|0.22404888|0.2129254|0.40937847|0.23031907|0.29202813|0.20267141|0.50504428|0.14598757|0.13854891|0.21163672|0.14260371|0.23973465|0.17407656|0.62669992
Túnez|0.43449882|0.3433544|0.29243559|0.35918832|0.303146|0.38176852|0.41163597|0.19273588|0.43170497|0.57973796|0.15011422|0.30373508|0.43626794|0.66144907|0.41903824|0.48139673|0.40190142|0.52441514|0.13190275|0.35023844|0.20011878|0.42662966|0.49975657|0.20011878|0.37392315|0.29548308|0.16506732|0.47225222|0.29308575|0.30290732|0.26813138|0.40648943|0.50824511|0.39272362|0.65533823|0.24378833|0.63418925|0.6461277|0.035528649|0.50998616|0.58455229|0.20011878|0.35775393
Ucrania|0.32111546|0.66355908|0.48745954|0.68681735|0.65187049|0.55826879|0.56674552|0.34002754|0.32696652|0.80044818|0.5640341|0.40121239|0.67185032|0.69185174|0.58583236|0.48538256|0.63917089|0.54261458|0.60870397|0.75996023|0.51365805|0.66043186|0.37533954|0.51365805|0.55242997|0.65986371|0.65519321|0.51914692|0.4007948|0.50053555|0.44630945|0.53512776|0.43783712|0.33658731|0.34405494|0.47576982|0.59377015|0.60171485|0.65360951|0.52753425|0.63187575|0.51365805|0.69054246
Uganda|0.42832434|0.064747468|0.17376867|0.36413148|0.15271059|0.19929069|0.21796949|0.13258274|0.23469257|0.27270457|0.13080634|0.068026505|0.12775154|0.11933413|0.21678573|0.43272603|0.23384768|0.099216469|0.18684709|0.16319732|0.20337263|0.37450418|0.23033945|0.20337263|0.38426155|0.22250974|0.15232238|0.23443665|0.15732484|0.091178223|0.16792063|0.14753658|0.34111327|0.089976624|0.32000864|0.11860327|0.4253388|0.45361865|0.16661963|0.35640267|0.2708658|0.20337263|0.30537701
Uruguay|0.55050319|0.43168396|0.63454056|0.87839413|0.52739942|0.64336705|0.66004622|0.423594|0.59820199|0.82360089|0.52273095|0.68815923|0.68201298|0.61782265|0.66018426|0.70887649|0.66662091|0.5456242|0.55501908|0.56263852|0.66165006|0.61798221|0.61280859|0.66165006|0.59145093|0.58638847|0.52297246|0.57589495|0.50710618|0.38108873|0.6210314|0.65303981|0.58004785|0.51591504|0.44987333|0.54948175|0.59799194|0.63868177|0.74485523|0.63498008|0.567958|0.66165006|0.64561003
Uzbekistán|0.61455631|0.35825884|0.57149589|0.43288767|0.39241147|0.4451032|0.61639124|0.49865335|0.4451364|0.61427677|0.36425555|0.72614205|0.64132667|0.50934136|0.32592788|0.41888115|0.51717746|0.36091426|0.41280019|0.50628662|0.64288771|0.54133523|0.40355068|0.64288771|0.60017562|0.59611982|0.37647957|0.47559595|0.47795227|0.43559766|0.39467227|0.58699143|0.69497204|0.63396943|0.54897267|0.66552293|0.50693101|0.57665068|0.29467204|0.55374467|0.38694581|0.64288771|0.47225136
Vanuatu|0.17652574|0.25645408|0.25842056|0.039929792|0.257126|0.23555358|0.13970074|0.40972346|0.30171919|0.056760788|0.26646453|0.097451374|0.28577623|0.12652707|0.21313578|0.35898435|0.19418074|0.2671752|0.39831507|0.29341877|0.1109903|0.12634496|0.15907331|0.1109903|0.09286803|0.013936962|0.19299178|0.1094412|0.22420344|0.29562628|0.30607891|0.1918513|0.15390575|0.24679227|0.14277346|0.13813275|0.10284137|0.073408395|0.25134772|0.064492516|0.12507527|0.1109903|0.20942512
Venezuela|0.3741526|0.095539242|0.47374916|0.11414674|0.34990489|0.42216694|0.34885257|0.12883958|0.41643578|0.0035494049|0.25038379|0.02101828|0.26062933|0.17155498|0.43528044|0.12019865|0.45332295|0.27068657|0.45462972|0.20195858|0.052722599|0.28362337|0.20771661|0.052722599|0.25343406|0.12155006|0.21635126|0.29099372|0.323376|0.23455065|0.45352605|0.14183657|0.095556408|0.17753708|0.31391639|0.21200585|0.25943062|0.37233594|0.21526776|0.20492154|0.34397501|0.052722599|0.12486131
Vietnam|0.68081665|0.64319503|0.79537994|0.69178367|0.54909605|0.57577407|0.67809677|0.72280645|0.88150591|0.48994291|0.60032493|0.75358248|0.58712089|0.37536663|0.51900476|0.62786412|0.61201727|0.65275407|0.56317359|0.35351732|0.90580583|0.52792084|0.52135658|0.90580583|0.5202511|0.62776798|0.64085531|0.72839034|0.5837028|0.69590896|0.5021736|0.51399446|0.73977101|0.54629368|0.78955472|0.60979426|0.77962732|0.9412753|0.74140483|0.78906894|0.71106547|0.90580583|0.63406038
Yemen|0.27583265|0.13095453|0.44241241|0.15994526|0.25409329|0.31481749|0.26879248|0.42697001|0.54905725|0.11826862|0.29235387|0.11316997|0.42712039|0.32992893|0.40321535|0.060734674|0.37600416|0.28300005|0.10391356|0.12311058|0.14332847|0.22803001|0.33044821|0.14332847|0.22332995|0.096753001|0.41852114|0.11236857|0.32751697|0.52291656|0.23824647|0.19950485|0.19089788|0.27907366|0.49450421|0.21766034|0.29623502|0.2842631|0.020971006|0.15760279|0.34913117|0.14332847|0.099540159
Yibuti|0.767901|0.38665181|0.41511911|0.71138263|0.64522463|0.54858965|0.42152363|0.37993866|0.75086761|0.40950179|0.38580596|0.34716165|0.36704987|0.31772959|0.67337984|0.45761666|0.49499351|0.48386127|0.31165421|0.31467307|0.50114298|0.3236666|0.42614201|0.50114298|0.26442486|0.29156318|0.60428488|0.39339685|0.43445417|0.40702757|0.52887881|0.61673236|0.45854551|0.52950066|0.52903205|0.29057026|0.4414677|0.54730111|0.31524235|0.40335697|0.57905746|0.50114298|0.53975576
Zambia|0.38435474|0.44179532|0.12315094|0.664747|0.14769672|0.28687847|0.45165926|0.28264168|0.17955647|0.2847358|0.17612973|0.17902449|0.15822726|0.22491646|0.24401739|0.38248491|0.2219291|0.12424295|0.11066253|0.15954542|0.15576234|0.31575483|0.40765411|0.15576234|0.41084361|0.24321665|0.10180404|0.2313146|0.13067804|0.17332822|0.20554468|0.25396174|0.31606066|0.15447053|0.13795339|0.23348168|0.36234885|0.43712252|0.27845648|0.47090524|0.23526916|0.15576234|0.39324576
Zimbabue|0.43845326|0.14655538|0.1808278|0.55870986|0.13248692|0.26335561|0.33191699|0.17037457|0.27718309|0.10856393|0.14673451|0.13575608|0.11079062|0.078245804|0.18450488|0.34258717|0.21692155|0.10324619|0.053937502|0.1199099|0.28187412|0.26314679|0.35994762|0.28187412|0.33892816|0.32031906|0.082519963|0.25828522|0.14503875|0.18180066|0.18149893|0.26076347|0.37383628|0.1680267|0.22266844|0.22045967|0.41766396|0.38154837|0.23269102|0.4144423|0.16155696|0.28187412|0.32035807
